1637433772063999700,112,459,120,473
1637433772063999700,0,418,9,434
1637433772063999700,683,393,704,430
1637433772063999700,485,390,500,402
1637433772063999700,494,360,513,382
1637433772063999700,505,287,619,355
1637433772063999700,620,274,661,342
1637433772063999700,436,274,442,284
1637433772063999700,389,264,399,273
1637433772063999700,419,224,434,234
1637433772063999700,444,220,452,230
1637433772063999700,353,208,371,213
1637433772063999700,666,196,683,212
1637433772063999700,34,193,45,201
1637433772063999700,688,168,694,174
1637433772063999700,681,161,687,179
1637433772063999700,55,161,76,223
1637433772063999700,673,153,678,160
1637433772063999700,572,153,578,187
1637433772063999700,662,144,669,150
1637433772063999700,696,143,704,159
1637433772063999700,331,143,337,151
1637433772063999700,98,142,104,153
1637433772063999700,380,137,396,154
1637433772063999700,416,134,434,143
1637433772063999700,293,133,311,182
1637433772063999700,691,132,699,138
1637433772063999700,601,123,611,128
1637433772063999700,346,119,362,135
1637433772063999700,320,119,326,128
1637433772063999700,330,118,340,139
1637433772063999700,579,116,584,145
1637433772063999700,124,113,129,123
1637433772063999700,608,112,613,119
1637433772063999700,62,91,131,155
1637433772063999700,611,90,704,175
1637433772063999700,601,89,610,95
1637433772063999700,565,86,602,142
1637433772063999700,21,75,75,137
1637433772063999700,104,69,141,99
1637433772063999700,131,68,145,76
1637433772063999700,0,62,704,480
1637433772063999700,647,7,704,32
1637433772063999700,634,1,650,6
1637433772501485200,112,459,120,472
1637433772501485200,4,450,10,455
1637433772501485200,20,447,26,454
1637433772501485200,8,439,13,449
1637433772501485200,695,423,704,430
1637433772501485200,421,418,426,441
1637433772501485200,458,404,474,419
1637433772501485200,479,396,484,401
1637433772501485200,681,393,704,422
1637433772501485200,473,374,492,397
1637433772501485200,397,363,405,378
1637433772501485200,344,363,393,392
1637433772501485200,401,315,410,355
1637433772501485200,345,290,406,359
1637433772501485200,498,287,619,355
1637433772501485200,620,274,661,342
1637433772501485200,437,274,442,283
1637433772501485200,389,264,398,273
1637433772501485200,424,228,434,235
1637433772501485200,41,228,54,269
1637433772501485200,444,220,452,230
1637433772501485200,673,197,682,212
1637433772501485200,53,197,62,225
1637433772501485200,73,189,79,200
1637433772501485200,30,178,45,195
1637433772501485200,688,168,694,173
1637433772501485200,681,161,688,181
1637433772501485200,695,144,704,159
1637433772501485200,652,135,657,140
1637433772501485200,289,133,311,182
1637433772501485200,691,131,699,138
1637433772501485200,329,119,339,151
1637433772501485200,594,116,600,122
1637433772501485200,608,111,613,119
1637433772501485200,94,106,141,124
1637433772501485200,596,102,602,112
1637433772501485200,610,90,704,175
1637433772501485200,59,89,65,99
1637433772501485200,16,78,47,116
1637433772501485200,65,75,70,92
1637433772501485200,74,74,80,124
1637433772501485200,77,69,154,118
1637433772501485200,131,68,151,76
1637433772501485200,0,62,704,480
1637433772501485200,648,8,704,32
1637433772501485200,634,0,652,6
1637433772938968700,112,459,120,472
1637433772938968700,4,450,10,455
1637433772938968700,20,447,26,454
1637433772938968700,8,439,13,449
1637433772938968700,695,423,704,430
1637433772938968700,681,393,704,423
1637433772938968700,463,371,484,395
1637433772938968700,344,363,394,392
1637433772938968700,63,294,77,306
1637433772938968700,345,290,396,359
1637433772938968700,620,274,661,342
1637433772938968700,415,264,446,408
1637433772938968700,389,264,398,273
1637433772938968700,430,249,444,262
1637433772938968700,43,228,53,262
1637433772938968700,444,220,452,229
1637433772938968700,674,198,682,212
1637433772938968700,31,173,50,190
1637433772938968700,688,168,694,173
1637433772938968700,56,165,79,216
1637433772938968700,681,161,688,181
1637433772938968700,695,144,704,159
1637433772938968700,652,135,657,140
1637433772938968700,289,133,311,182
1637433772938968700,691,131,699,138
1637433772938968700,347,119,354,126
1637433772938968700,329,119,339,147
1637433772938968700,608,111,613,119
1637433772938968700,470,110,476,124
1637433772938968700,93,106,141,124
1637433772938968700,594,102,602,122
1637433772938968700,611,90,704,175
1637433772938968700,601,89,610,94
1637433772938968700,457,88,473,110
1637433772938968700,25,75,75,151
1637433772938968700,131,68,151,76
1637433772938968700,388,66,443,76
1637433772938968700,74,66,168,126
1637433772938968700,0,62,704,480
1637433772938968700,648,8,704,32
1637433772938968700,634,0,652,6
1637433773376455400,112,459,120,472
1637433773376455400,20,447,26,454
1637433773376455400,3,439,13,455
1637433773376455400,695,423,704,430
1637433773376455400,465,399,481,414
1637433773376455400,682,393,704,423
1637433773376455400,476,384,486,389
1637433773376455400,471,363,490,383
1637433773376455400,344,363,396,392
1637433773376455400,405,315,410,330
1637433773376455400,481,298,487,332
1637433773376455400,345,290,403,359
1637433773376455400,620,274,661,342
1637433773376455400,389,264,398,273
1637433773376455400,430,249,443,262
1637433773376455400,423,228,435,235
1637433773376455400,444,220,452,231
1637433773376455400,35,208,52,264
1637433773376455400,674,198,682,212
1637433773376455400,32,169,51,186
1637433773376455400,688,168,694,173
1637433773376455400,55,165,79,224
1637433773376455400,681,161,688,181
1637433773376455400,695,144,704,159
1637433773376455400,652,135,657,140
1637433773376455400,289,133,311,182
1637433773376455400,691,131,699,138
1637433773376455400,348,122,359,127
1637433773376455400,330,118,339,147
1637433773376455400,608,111,613,119
1637433773376455400,470,110,476,123
1637433773376455400,95,106,141,124
1637433773376455400,594,102,602,122
1637433773376455400,440,94,448,101
1637433773376455400,611,90,704,175
1637433773376455400,601,89,610,94
1637433773376455400,476,86,482,91
1637433773376455400,0,82,15,95
1637433773376455400,27,75,75,153
1637433773376455400,74,74,80,126
1637433773376455400,429,72,446,95
1637433773376455400,131,68,151,76
1637433773376455400,77,66,178,118
1637433773376455400,0,62,704,480
1637433773376455400,648,8,704,32
1637433773376455400,634,0,652,6
1637433773813940100,112,459,120,472
1637433773813940100,20,447,26,454
1637433773813940100,3,439,13,455
1637433773813940100,480,394,493,404
1637433773813940100,681,393,704,430
1637433773813940100,486,359,504,374
1637433773813940100,432,292,441,304
1637433773813940100,620,274,661,342
1637433773813940100,435,273,448,289
1637433773813940100,389,264,399,273
1637433773813940100,432,259,448,271
1637433773813940100,435,249,444,260
1637433773813940100,30,210,55,272
1637433773813940100,674,198,682,212
1637433773813940100,688,168,694,173
1637433773813940100,22,166,39,183
1637433773813940100,681,161,688,181
1637433773813940100,695,144,704,159
1637433773813940100,652,135,657,140
1637433773813940100,41,134,79,225
1637433773813940100,289,133,311,182
1637433773813940100,691,131,699,138
1637433773813940100,330,118,339,147
1637433773813940100,608,111,613,119
1637433773813940100,470,110,475,123
1637433773813940100,95,106,141,123
1637433773813940100,594,102,602,122
1637433773813940100,611,90,704,175
1637433773813940100,601,89,610,94
1637433773813940100,439,88,450,101
1637433773813940100,13,80,34,105
1637433773813940100,285,78,296,83
1637433773813940100,34,75,75,143
1637433773813940100,74,74,80,125
1637433773813940100,131,68,151,76
1637433773813940100,77,65,187,118
1637433773813940100,0,62,704,480
1637433773813940100,648,8,704,32
1637433773813940100,634,0,652,6
1637433774251426200,112,459,120,472
1637433774251426200,20,447,26,454
1637433774251426200,3,439,13,455
1637433774251426200,682,393,704,430
1637433774251426200,514,360,528,378
1637433774251426200,504,354,515,363
1637433774251426200,620,274,661,342
1637433774251426200,389,264,400,273
1637433774251426200,418,222,432,234
1637433774251426200,443,219,452,230
1637433774251426200,368,209,373,215
1637433774251426200,674,198,682,212
1637433774251426200,688,168,694,173
1637433774251426200,681,161,688,181
1637433774251426200,15,161,28,179
1637433774251426200,695,144,704,159
1637433774251426200,315,137,321,142
1637433774251426200,652,135,657,140
1637433774251426200,289,133,311,182
1637433774251426200,691,131,699,138
1637433774251426200,317,125,325,136
1637433774251426200,34,124,79,225
1637433774251426200,348,123,356,128
1637433774251426200,330,118,339,147
1637433774251426200,608,111,613,119
1637433774251426200,469,108,475,125
1637433774251426200,95,106,141,123
1637433774251426200,594,102,602,122
1637433774251426200,601,89,610,94
1637433774251426200,6,80,35,108
1637433774251426200,285,78,295,84
1637433774251426200,34,75,75,142
1637433774251426200,74,74,80,125
1637433774251426200,131,68,151,76
1637433774251426200,77,64,198,118
1637433774251426200,0,62,704,480
1637433774251426200,648,8,704,32
1637433774251426200,634,0,652,6
1637433774688909300,110,456,120,472
1637433774688909300,5,450,10,455
1637433774688909300,695,423,704,430
1637433774688909300,683,393,704,422
1637433774688909300,500,382,510,391
1637433774688909300,438,364,443,369
1637433774688909300,522,360,530,370
1637433774688909300,506,348,524,364
1637433774688909300,620,274,661,342
1637433774688909300,389,264,399,273
1637433774688909300,418,222,434,234
1637433774688909300,443,219,449,227
1637433774688909300,674,198,682,212
1637433774688909300,666,196,672,202
1637433774688909300,155,171,161,177
1637433774688909300,688,168,694,174
1637433774688909300,681,163,687,181
1637433774688909300,13,154,22,167
1637433774688909300,695,143,704,159
1637433774688909300,293,132,312,183
1637433774688909300,691,131,699,139
1637433774688909300,346,119,356,128
1637433774688909300,312,119,327,141
1637433774688909300,329,117,340,150
1637433774688909300,608,112,613,120
1637433774688909300,469,109,475,124
1637433774688909300,95,106,141,123
1637433774688909300,597,96,602,101
1637433774688909300,608,90,704,175
1637433774688909300,0,80,33,109
1637433774688909300,285,78,296,83
1637433774688909300,74,75,80,124
1637433774688909300,34,75,79,225
1637433774688909300,131,68,151,76
1637433774688909300,0,62,704,480
1637433774688909300,647,7,704,32
1637433774688909300,634,0,654,6
1637433775126397800,110,456,120,472
1637433775126397800,5,443,10,455
1637433775126397800,695,423,704,430
